OMIM.ID	UMLS.ID
OMIM:258870	C0599035
OMIM:258900	C0268130
OMIM:259050	C0796121
OMIM:259100	C2930922
OMIM:259420	C0268362
OMIM:259450	C0432253
OMIM:259500	C0029463
OMIM:259600	C1850155
OMIM:259700	C1318518
OMIM:259730	C1849435
OMIM:259770	C0432252
OMIM:259775	C1850106
OMIM:259900	C0020500
OMIM:259900	C0268164
OMIM:260000	C0268165
OMIM:260005	C0268525
OMIM:260300	C1850100
OMIM:260350	C2931038
OMIM:260370	C1850096
OMIM:260400	C0272170
OMIM:260500	C0431109
OMIM:260500	C0205770
OMIM:260540	C1850077
OMIM:260565	C1850055
OMIM:260565	C1850056
OMIM:260660	C1850040
OMIM:260920	C0398691
OMIM:261000	C0340957
OMIM:261100	C1306856
OMIM:261515	C0342870
OMIM:261540	C0796012
OMIM:261550	C1849930
OMIM:261600	C0031485
OMIM:261600	C0085547
OMIM:261630	C0268465
OMIM:261630	C0751436
OMIM:261640	C0878676
OMIM:261650	C0268194
OMIM:261670	C0268149
OMIM:261740	C1849813
OMIM:261750	C0543514
OMIM:262000	C0266006
OMIM:262190	C0271695
OMIM:262500	C0271568
OMIM:262650	C1849779
OMIM:262890	C0796149
OMIM:263200	C0085548
OMIM:263300	C0032463
OMIM:263520	C0024507
OMIM:263570	C1849722
OMIM:263650	C1849718
OMIM:263750	C0265257
OMIM:263800	C0268450
OMIM:264070	C1849700
OMIM:264300	C0268296
OMIM:264350	C1449843
OMIM:264470	C1849678
OMIM:264600	C0268297
OMIM:264700	C0268689
OMIM:264800	C0033847
OMIM:265050	C0796279
OMIM:265100	C0155912
OMIM:265380	C2677362
OMIM:265450	C0034091
OMIM:265800	C0238402
OMIM:265900	C0265294
OMIM:266100	C1849508
OMIM:266120	C1849507
OMIM:266130	C0398746
OMIM:266140	C0520739
OMIM:266150	C0034341
OMIM:266200	C0340968
OMIM:266265	C0398739
OMIM:266280	C1849453
OMIM:266500	C0034960
OMIM:266900	C0403553
OMIM:267000	C0796113
OMIM:267010	C2673885
OMIM:267430	C0266313
OMIM:267500	C0272167
OMIM:267750	C1849409
OMIM:268000	C0035334
OMIM:268100	C0339541
OMIM:268130	C1327916
OMIM:268150	C0272052
OMIM:268210	C0035412
OMIM:268210	C0206656
OMIM:268220	C0206655
OMIM:268300	C0392475
OMIM:268305	C1849348
OMIM:268310	C1849334
OMIM:268400	C0032339
OMIM:268700	C0268556
OMIM:268800	C0036161
OMIM:268800	C0751490
OMIM:268800	C0751489
OMIM:268800	C0751491
OMIM:269150	C0265227
OMIM:269160	C0266484
OMIM:269250	C0432194
OMIM:269500	C0265301
OMIM:269600	C0036489
OMIM:269700	C0011859
OMIM:269840	C2931299
OMIM:269880	C0878684
OMIM:269920	C2931872
OMIM:269920	C1963905
OMIM:269921	C2931471
OMIM:270200	C0037231
OMIM:270400	C0175694
OMIM:270420	C0267663
OMIM:270450	C1849157
OMIM:270550	C1849140
OMIM:270685	C2931276
OMIM:270700	C1849128
OMIM:270710	C0795942
OMIM:270750	C0796019
OMIM:270800	C2931356
OMIM:271150	C1838230
OMIM:271245	C1849096
OMIM:271640	C0432243
OMIM:271665	C1849011
OMIM:271700	C0796173
OMIM:271900	C0206307
OMIM:271930	C0795996
OMIM:271980	C0268631
OMIM:272200	C0268263
OMIM:272300	C2931746
OMIM:272440	C0795940
OMIM:272460	C1848934
OMIM:272750	C0268275
OMIM:272800	C0039373
OMIM:273300	C0036631
OMIM:273300	C0014145
OMIM:273300	C1336708
OMIM:273300	C0238451
OMIM:273300	C0334517
OMIM:273395	C2931218
OMIM:273750	C1848862
OMIM:273800	C0040015
OMIM:274000	C0175703
OMIM:274150	C0034155
OMIM:274150	C1268935
OMIM:274270	C1959620
OMIM:274300	C2940786
OMIM:274600	C0271829
OMIM:275210	C0406585
OMIM:275350	C0342701
OMIM:275355	C1168401
OMIM:275400	C1848745
OMIM:275630	C0268238
OMIM:275900	C0393559
OMIM:276600	C0268487
OMIM:276700	C0268490
OMIM:276710	C0268623
OMIM:276880	C0268514
OMIM:276900	C0271097
OMIM:276900	C0339533
OMIM:276901	C1568249
OMIM:276902	C1568248
OMIM:277170	C2745997
OMIM:277180	C0403814
OMIM:277300	C0265343
OMIM:277380	C1848578
OMIM:277400	C1848561
OMIM:277410	C1848552
OMIM:277440	C3536983
OMIM:277450	C1848534
OMIM:277460	C1848533
OMIM:277470	C2932714
OMIM:277480	C1264041
OMIM:277580	C3266898
OMIM:277590	C0265210
OMIM:277600	C0265313
OMIM:277610	C1848488
OMIM:277700	C0043119
OMIM:277900	C0019202
OMIM:278000	C2936797
OMIM:278000	C0008384
OMIM:278000	C0043208
OMIM:278250	C0406587
OMIM:278300	C0268118
OMIM:278700	C0043346
OMIM:278750	C1848410
OMIM:278800	C0265201
OMIM:280000	C1848392
OMIM:300000	C1801950
OMIM:300000	C2936904
OMIM:300009	C0878681
OMIM:300009	C1848336
OMIM:300049	C1868720
OMIM:300055	C3713418
OMIM:300067	C1848199
OMIM:300088	C1848137
OMIM:300100	C0162309
OMIM:300100	C1527231
OMIM:300106	C1848097
OMIM:300123	C0013338
OMIM:300123	C1848068
OMIM:300166	C0796016
OMIM:300166	C1846265
OMIM:300200	C0342482
OMIM:300209	C1846175
OMIM:300215	C1846171
OMIM:300243	C1846130
OMIM:300244	C1846129
OMIM:300257	C0878677
OMIM:300260	C1846058
OMIM:300263	C1846055
OMIM:300291	C1846006
OMIM:300299	C1845987
OMIM:300301	C1845919
OMIM:300322	C0023374
OMIM:300323	C0268117
OMIM:300352	C1845862
OMIM:300354	C1845861
OMIM:300367	C1845837
OMIM:300373	C0432268
OMIM:300376	C0917713
OMIM:300387	C2931498
OMIM:300400	C2931540
OMIM:300438	C1845517
OMIM:300448	C0585216
OMIM:300472	C1845446
OMIM:300475	C1845408
OMIM:300486	C1845366
OMIM:300489	C1845359
OMIM:300491	C1845343
OMIM:300500	C0342684
OMIM:300523	C0795889
OMIM:300534	C1845243
OMIM:300539	C1845202
OMIM:300555	C1845167
OMIM:300559	C1845151
OMIM:300600	C0268505
OMIM:300607	C1845102
OMIM:300615	C0796275
OMIM:300623	C3164069
OMIM:300624	C0016667
OMIM:300653	C0684324
OMIM:300661	C1970827
OMIM:300696	C2678055
OMIM:300706	C2678046
OMIM:300707	C2678045
OMIM:300717	C0270970
OMIM:300749	C2677903
OMIM:300752	C2677889
OMIM:300755	C0221026
OMIM:300755	C0001768
OMIM:300813	C0039101
OMIM:300818	C0024790
OMIM:300842	C0398568
OMIM:300963	C0796137
OMIM:301040	C1845055
OMIM:301050	C1567741
OMIM:301050	C1567742
OMIM:301200	C0399372
OMIM:301220	C1845050
OMIM:301310	C1845028
OMIM:301500	C0002986
OMIM:301830	C1844934
OMIM:301835	C0796028
OMIM:301900	C0265339
OMIM:302060	C0574083
OMIM:302350	C0796085
OMIM:302800	C0393808
OMIM:302905	C1844862
OMIM:302950	C1844853
OMIM:302960	C0282102
OMIM:303100	C0008525
OMIM:303350	C0795953
OMIM:303600	C0265252
OMIM:303700	C0339537
OMIM:304100	C1839909
OMIM:304110	C0220767
OMIM:304120	C1844696
OMIM:304150	C0268353
OMIM:304400	C1844678
OMIM:304700	C0796074
OMIM:304790	C0342288
OMIM:305000	C1846142
OMIM:305100	C0162359
OMIM:305400	C0175701
OMIM:305450	C0220769
OMIM:305600	C0016395
OMIM:305620	C0265293
OMIM:306000	C2751643
OMIM:306400	C0018203
OMIM:306700	C0019069
OMIM:306900	C0008533
OMIM:307000	C0265216
OMIM:307030	C0574108
OMIM:307200	C0472813
OMIM:307800	C0733682
OMIM:308050	C0265267
OMIM:308100	C0079588
OMIM:308205	C1839988
OMIM:308205	C3502469
OMIM:308230	C0398689
OMIM:308240	C0549463
OMIM:308300	C2930820
OMIM:308350	C0037769
OMIM:309000	C0028860
OMIM:309350	C0025237
OMIM:309400	C0022716
OMIM:309520	C0796022
OMIM:309580	C0796159
OMIM:309580	C0796003
OMIM:309583	C0796160
OMIM:309585	C1839736
OMIM:309801	C0796070
OMIM:309900	C0026705
OMIM:310200	C0013264
OMIM:310300	C0410189
OMIM:310300	C0751337
OMIM:310400	C0410203
OMIM:310440	C2931230
OMIM:310465	C2936859
OMIM:310600	C0266526
OMIM:311070	C1839566
OMIM:311150	C1839564
OMIM:311200	C1510460
OMIM:311250	C0268542
OMIM:311300	C0265251
OMIM:311900	C1839463
OMIM:312000	C0242343
OMIM:312060	C0398762
OMIM:312080	C0205711
OMIM:312170	C0034345
OMIM:312300	C0268301
OMIM:312700	C0271091
OMIM:312750	C0035372
OMIM:312750	C2748910
OMIM:312870	C0796154
OMIM:312920	C1839264
OMIM:313200	C0393547
OMIM:314250	C1839130
OMIM:400044	C2936694
OMIM:400045	C2748895
OMIM:400045	C2936419
OMIM:415000	C1507149
OMIM:535000	C0917796
OMIM:540000	C0162671
OMIM:545000	C0162672
OMIM:551000	C1838876
OMIM:551500	C1328349
OMIM:600001	C2931296
OMIM:600002	C1838779
OMIM:600072	C0206042
OMIM:600118	C1838625
OMIM:600121	C1838612
OMIM:600142	C1838577
OMIM:600143	C0022340
OMIM:600143	C1838570
OMIM:600145	C0037205
OMIM:600145	C0300948
OMIM:600195	C1838437
OMIM:600208	C1854520
OMIM:600224	C0752123
OMIM:600274	C0338451
OMIM:600274	C0338462
OMIM:600334	C1838244
OMIM:600363	C1838192
OMIM:600373	C1838180
OMIM:600462	C1838103
OMIM:600501	C1838099
OMIM:600512	C1838062
OMIM:600513	C3696898
OMIM:600630	C1833561
OMIM:600649	C1833511
OMIM:600740	C1833372
OMIM:600775	C0265534
OMIM:600794	C1833308
OMIM:600803	C2609268
OMIM:600882	C1833219
OMIM:600886	C1833213
OMIM:600920	C1833136
OMIM:600972	C0265274
OMIM:601003	C1832918
OMIM:601005	C1832916
OMIM:601098	C0270913
OMIM:601104	C0038868
OMIM:601110	C1832736
OMIM:601144	C1142166
OMIM:601152	C0393807
OMIM:601162	C1832669
OMIM:601186	C1832661
OMIM:601198	C0004775
OMIM:601200	C1266144
OMIM:601214	C1832600
OMIM:601216	C1832594
OMIM:601238	C1832585
OMIM:601287	C1832525
OMIM:601321	C2931482
OMIM:601338	C1832466
OMIM:601358	C1303073
OMIM:601382	C1832399
OMIM:601390	C1832390
OMIM:601410	C1832386
OMIM:601419	C1832370
OMIM:601455	C1832334
OMIM:601457	C1832322
OMIM:601462	C0751882
OMIM:601472	C1832274
OMIM:601492	C1291490
OMIM:601495	C1832241
OMIM:601536	C1832216
OMIM:601536	C1832215
OMIM:601539	C0282525
OMIM:601539	C0282527
OMIM:601552	C1832167
OMIM:601553	C1832162
OMIM:601559	C0796176
OMIM:601596	C1866636
OMIM:601606	C1275122
OMIM:601626	C0023467
OMIM:601626	C0023464
OMIM:601626	C1292776
OMIM:601626	C1292773
OMIM:601626	C1275661
OMIM:601626	C0856823
OMIM:601626	C0349680
OMIM:601675	C1848412
OMIM:601675	C1866505
OMIM:601680	C1834523
OMIM:601709	C1866423
OMIM:601780	C1866282
OMIM:601812	C1866182
OMIM:601815	C0580190
OMIM:601847	C0268312
OMIM:601847	C1866138
OMIM:601859	C1328840
OMIM:601952	C1866029
OMIM:601954	C1866008
OMIM:602014	C1865974
OMIM:602032	C1865951
OMIM:602082	C1562894
OMIM:602111	C0432226
OMIM:602111	C1865832
OMIM:602347	C1865643
OMIM:602361	C1865639
OMIM:602390	C0268060
OMIM:602398	C1865596
OMIM:602433	C1865409
OMIM:602450	C1865372
OMIM:602471	C1865361
OMIM:602473	C1865349
OMIM:602482	C0266548
OMIM:602483	C1865295
OMIM:602501	C1865285
OMIM:602535	C0265211
OMIM:602541	C1865233
OMIM:602579	C1865145
OMIM:602629	C1414216
OMIM:602668	C0752354
OMIM:602722	C1864498
OMIM:602849	C1864436
OMIM:602875	C1864356
OMIM:603041	C0872218
OMIM:603147	C2930997
OMIM:603218	C1864112
OMIM:603233	C2932715
OMIM:603358	C1864002
OMIM:603373	C1863959
OMIM:603387	C1863924
OMIM:603457	C1863878
OMIM:603471	C1863844
OMIM:603511	C3501858
OMIM:603516	C1963674
OMIM:603543	C1863753
OMIM:603546	C1863732
OMIM:603554	C2700553
OMIM:603563	C1863704
OMIM:603585	C1970344
OMIM:603671	C0796182
OMIM:603689	C1863599
OMIM:603736	C1863557
OMIM:603896	C1858991
OMIM:603896	C1847967
OMIM:603903	C0002895
OMIM:604004	C1858854
OMIM:604091	C1704429
OMIM:604117	C1858805
OMIM:604129	C1275114
OMIM:604131	C0002312
OMIM:604168	C1858726
OMIM:604169	C1960469
OMIM:604173	C1858723
OMIM:604187	C1858712
OMIM:604213	C1858695
OMIM:604218	C1858680
OMIM:604233	C3502809
OMIM:604250	C1858664
OMIM:604278	C1970309
OMIM:604286	C2930900
OMIM:604290	C0878682
OMIM:604292	C0406704
OMIM:604320	C1858517
OMIM:604326	C1858501
OMIM:604348	C1858496
OMIM:604360	C1858479
OMIM:604367	C1720861
OMIM:604369	C1096903
OMIM:604377	C1858424
OMIM:604391	C1859598
OMIM:604416	C1858361
OMIM:604432	C1858351
OMIM:604454	C2931290
OMIM:604484	C1858338
OMIM:604498	C1327915
OMIM:604536	C1858302
OMIM:604563	C1858278
OMIM:604571	C1858266
OMIM:604772	C1631597
OMIM:604805	C1858106
OMIM:604841	C1858084
OMIM:604901	C1858051
OMIM:604931	C1291245
OMIM:605027	C0024305
OMIM:605039	C0796232
OMIM:605041	C1857941
OMIM:605074	C2931899
OMIM:605115	C1854631
OMIM:605130	C1854630
OMIM:605249	C1854520
OMIM:605258	C1720956
OMIM:605259	C1854488
OMIM:605280	C1854467
OMIM:605282	C1854466
OMIM:605285	C1854449
OMIM:605309	C1854416
OMIM:605361	C1854369
OMIM:605376	C3178805
OMIM:605389	C1854310
OMIM:605407	C2673535
OMIM:605432	C1854273
OMIM:605479	C2608083
OMIM:605588	C1854154
OMIM:605589	C1854150
OMIM:605670	C1854065
OMIM:605676	C1854063
OMIM:605714	C1510489
OMIM:605714	C0268394
OMIM:605726	C1854023
OMIM:605814	C1853942
OMIM:605820	C1833373
OMIM:605822	C1853925
OMIM:605850	C1853892
OMIM:605899	C0751748
OMIM:606003	C1291329
OMIM:606054	C0268579
OMIM:606056	C1853736
OMIM:606071	C1853710
OMIM:606072	C1853698
OMIM:606159	C1853578
OMIM:606170	C1853566
OMIM:606176	C1853564
OMIM:606176	C1833104
OMIM:606232	C1853490
OMIM:606243	C0206657
OMIM:606353	C1853396
OMIM:606408	C1848029
OMIM:606438	C1847987
OMIM:606445	C1847973
OMIM:606482	C1847902
OMIM:606574	C1847836
OMIM:606595	C1847823
OMIM:606612	C1847759
OMIM:606664	C1847720
OMIM:606690	C0751674
OMIM:606693	C1847640
OMIM:606703	C1847627
OMIM:606764	C0238198
OMIM:606768	C1847532
OMIM:606785	C2931132
OMIM:606812	C0342770
OMIM:606824	C0268186
OMIM:606835	C1847406
OMIM:606843	C1720957
OMIM:606854	C1847352
OMIM:606864	C1847319
OMIM:606952	C1847132
OMIM:606952	C1847024
OMIM:607014	C0023786
OMIM:607014	C0086795
OMIM:607015	C0086431
OMIM:607078	C1846843
OMIM:607080	C2751325
OMIM:607091	C2931009
OMIM:607095	C1846796
OMIM:607107	C2931822
OMIM:607131	C1846722
OMIM:607136	C1846707
OMIM:607143	C2931001
OMIM:607155	C1846672
OMIM:607196	C1846648
OMIM:607208	C0751122
OMIM:607225	C2931441
OMIM:607236	C1846582
OMIM:607250	C1846574
OMIM:607259	C1846564
OMIM:607271	C1846545
OMIM:607313	C1846496
OMIM:607323	C1623209
OMIM:607326	C1846431
OMIM:607330	C1846421
OMIM:607341	C1846385
OMIM:607341	C2938983
OMIM:607346	C1846367
OMIM:607346	C2746067
OMIM:607364	C1846343
OMIM:607432	C1848201
OMIM:607454	C1843891
OMIM:607459	C1843852
OMIM:607459	C1843851
OMIM:607475	C1843816
OMIM:607483	C1843807
OMIM:607485	C0751706
OMIM:607541	C1275685
OMIM:607594	C0009447
OMIM:607595	C1843512
OMIM:607596	C1843504
OMIM:607598	C1843478
OMIM:607616	C0268243
OMIM:607616	C0268248
OMIM:607624	C1868679
OMIM:607626	C1843355
OMIM:607634	C2931097
OMIM:607676	C1843256
OMIM:607677	C3888087
OMIM:607678	C1843247
OMIM:607684	C1843225
OMIM:607685	C0206141
OMIM:607694	C2676243
OMIM:607694	C3502054
OMIM:607721	C3501846
OMIM:607734	C1843164
OMIM:607736	C1843153
OMIM:607745	C0220669
OMIM:607748	C1843139
OMIM:607765	C1843116
OMIM:607778	C1843096
OMIM:607785	C0349639
OMIM:607791	C1843075
OMIM:607801	C1832567
OMIM:607812	C1843042
OMIM:607831	C1842983
OMIM:607847	C1842930
OMIM:607855	C1263858
OMIM:607864	C0266688
OMIM:607906	C1842836
OMIM:607932	C1864689
OMIM:607936	C1838440
OMIM:607944	C1842763
OMIM:608013	C1842704
OMIM:608022	C1842691
OMIM:608027	C1842687
OMIM:608051	C0339512
OMIM:608093	C2931004
OMIM:608099	C2936332
OMIM:608106	C1720958
OMIM:608115	C0085083
OMIM:608161	C1842914
OMIM:608180	C1842422
OMIM:608189	C1842402
OMIM:608203	C1842398
OMIM:608232	C0023473
OMIM:608233	C1842362
OMIM:608233	C0079504
OMIM:608236	C1842357
OMIM:608266	C0687150
OMIM:608323	C1842237
OMIM:608328	C2931588
OMIM:608340	C1842197
OMIM:608354	C1842180
OMIM:608361	C1842149
OMIM:608390	C2931826
OMIM:608390	C0752355
OMIM:608456	C2674616
OMIM:608470	C0339278
OMIM:608540	C2931005
OMIM:608567	C0037052
OMIM:608572	C1837822
OMIM:608578	C2930979
OMIM:608611	C1291609
OMIM:608612	C0432291
OMIM:608612	C1837756
OMIM:608615	C1837750
OMIM:608643	C1291564
OMIM:608654	C0002768
OMIM:608673	C3888087
OMIM:608688	C1837530
OMIM:608728	C1837481
OMIM:608747	C1837475
OMIM:608768	C1837454
OMIM:608776	C2931006
OMIM:608782	C1837429
OMIM:608799	C1837396
OMIM:608800	C1837371
OMIM:608804	C1837355
OMIM:608807	C1837342
OMIM:608836	C1833518
OMIM:608837	C1837245
OMIM:608840	C1837229
OMIM:608885	C1837206
OMIM:608940	C1837073
OMIM:608957	C1837065
OMIM:608971	C1837028
OMIM:608980	C2750433
OMIM:609015	C0342786
OMIM:609016	C0342786
OMIM:609033	C1836916
OMIM:609049	C1836876
OMIM:609056	C1836824
OMIM:609057	C1836823
OMIM:609060	C1836797
OMIM:609069	C1836780
OMIM:609115	C1836765
OMIM:609135	C0348890
OMIM:609136	C1836727
OMIM:609161	C1836694
OMIM:609162	C1836683
OMIM:609180	C1836669
OMIM:609227	C1836573
OMIM:609241	C0342850
OMIM:609241	C1836544
OMIM:609241	C1836545
OMIM:609242	C1836522
OMIM:609260	C1836485
OMIM:609285	C3710589
OMIM:609306	C1836395
OMIM:609307	C1836383
OMIM:609308	C1836373
OMIM:609311	C1836336
OMIM:609313	C1836330
OMIM:609322	C0206743
OMIM:609340	C1836295
OMIM:609432	C1836206
OMIM:609446	C1836173
OMIM:609452	C1836155
OMIM:609460	C1836123
OMIM:609508	C1836081
OMIM:609524	C1836050
OMIM:609528	C1836033
OMIM:609541	C1836010
OMIM:609560	C3501891
OMIM:609579	C1865070
OMIM:609628	C1864997
OMIM:609638	C1864826
OMIM:609734	C1857854
OMIM:609796	C1853354
OMIM:609814	C0398777
OMIM:609814	C0268743
OMIM:609821	C1853278
OMIM:609924	C1835922
OMIM:610003	C1864923
OMIM:610006	C1864912
OMIM:610021	C1864902
OMIM:610042	C1864887
OMIM:610048	C1864738
OMIM:610090	C1864723
OMIM:610125	C1864690
OMIM:610127	C0027877
OMIM:610127	C1864669
OMIM:610140	C1857829
OMIM:610156	C1857802
OMIM:610168	C0024796
OMIM:610168	C2931058
OMIM:610198	C1857776
OMIM:610227	C1853258
OMIM:610245	C1853250
OMIM:610246	C1853249
OMIM:610250	C1853247
OMIM:610253	C0795833
OMIM:610256	C1853230
OMIM:610293	C1853205
OMIM:610357	C1835896
OMIM:610377	C0342731
OMIM:610442	C1864872
OMIM:610443	C1864871
OMIM:610448	C0024145
OMIM:610455	C1864861
OMIM:610474	C1864852
OMIM:610498	C1864843
OMIM:610505	C1864840
OMIM:610532	C1864663
OMIM:610536	C1864652
OMIM:610539	C0017205
OMIM:610539	C1864651
OMIM:610618	C1857728
OMIM:610678	C1857682
OMIM:610706	C2932664
OMIM:610717	C1853136
OMIM:610743	C1853116
OMIM:610755	C1970712
OMIM:610768	C1835849
OMIM:610773	C1835845
OMIM:610798	C1835829
OMIM:610842	C1835813
OMIM:610951	C1838571
OMIM:610954	C1970431
OMIM:610967	C2931093
OMIM:610978	C1970269
OMIM:610984	C3463916
OMIM:610992	C1970253
OMIM:611040	C1970236
OMIM:611067	C1970211
OMIM:611102	C1970187
OMIM:611105	C1970180
OMIM:611126	C1970173
OMIM:611174	C1970027
OMIM:611182	C1970021
OMIM:611209	C2931011
OMIM:611225	C2749936
OMIM:611228	C1970011
OMIM:611283	C1969809
OMIM:611307	C1969785
OMIM:611369	C1969655
OMIM:611377	C1969652
OMIM:611390	C1969645
OMIM:611431	C1969623
OMIM:611489	C1852529
OMIM:611497	C0432261
OMIM:611521	C1969086
OMIM:611523	C1969084
OMIM:611588	C1969040
OMIM:611590	C1969038
OMIM:611705	C2673677
OMIM:611719	C2673642
OMIM:611726	C2673257
OMIM:611762	C2673198
OMIM:611771	C2673196
OMIM:611773	C2673195
OMIM:611804	C0013902
OMIM:611812	C2678492
OMIM:611816	C2678486
OMIM:611881	C0272066
OMIM:611890	C2678471
OMIM:611943	C2677792
OMIM:612001	C2677613
OMIM:612015	C2677590
OMIM:612016	C2677589
OMIM:612020	C2677586
OMIM:612067	C2677567
OMIM:612079	C2677535
OMIM:612119	C0268187
OMIM:612138	C2677349
OMIM:612164	C0393706
OMIM:612199	C2677299
OMIM:612219	C0553580
OMIM:612219	C0027828
OMIM:612237	C1275278
OMIM:612247	C2677099
OMIM:612290	C2676772
OMIM:612301	C2676766
OMIM:612313	C2676739
OMIM:612350	C2676510
OMIM:612376	C0023487
OMIM:612379	C3150191
OMIM:612394	C2676285
OMIM:612416	C0015523
OMIM:612423	C0272339
OMIM:612462	C2932716
OMIM:612463	C0033835
OMIM:612474	C2675897
OMIM:612539	C2675528
OMIM:612541	C2751630
OMIM:612541	C2675526
OMIM:612631	C2675459
OMIM:612656	C2675211
OMIM:612674	C2675204
OMIM:612713	C2675185
OMIM:612714	C2675184
OMIM:612716	C0268468
OMIM:612718	C2675179
OMIM:612736	C0574080
OMIM:612780	C2748572
OMIM:612781	C2748571
OMIM:612813	C2748544
OMIM:612840	C2748536
OMIM:612847	C2748515
OMIM:612852	C2748507
OMIM:612932	C2752027
OMIM:612933	C2931743
OMIM:612937	C2752007
OMIM:612938	C2752001
OMIM:612940	C2751987
OMIM:612951	C2751843
OMIM:612953	C2751842
OMIM:612954	C2751831
OMIM:613001	C0406612
OMIM:613065	C0023449
OMIM:613068	C2751584
OMIM:613075	C2751321
OMIM:613076	C2751320
OMIM:613078	C2751318
OMIM:613092	C2751310
OMIM:613135	C2751067
OMIM:613161	C1291512
OMIM:613163	C0342708
OMIM:613177	C2750804
OMIM:613179	C0268125
OMIM:613180	C2750798
OMIM:613204	C2750786
OMIM:613205	C2750785
OMIM:613206	C2750784
OMIM:613225	C0015530
OMIM:613280	C2750442
OMIM:613287	C2750090
OMIM:613319	C2750076
OMIM:613320	C2750075
OMIM:613327	C2750069
OMIM:613329	C2750067
OMIM:613330	C2750066
OMIM:613406	C3697269
OMIM:613471	C0748397
OMIM:613488	C0023827
OMIM:613488	C0206634
OMIM:613490	C0221757
OMIM:613546	C0878680
OMIM:613554	C1282968
OMIM:613554	C1264040
OMIM:613554	C1282974
OMIM:613554	C1282971
OMIM:613554	C1282975
OMIM:613679	C0020640
OMIM:613752	C3151058
OMIM:613763	C0858617
OMIM:613779	C3151071
OMIM:613791	C3151085
OMIM:613812	C3151147
OMIM:613839	C3151205
OMIM:613855	C1866039
OMIM:613912	C0398764
OMIM:613978	C3161174
OMIM:613981	C1840299
OMIM:613985	C0472767
OMIM:613985	C0002875
OMIM:614019	C1956147
OMIM:614037	C3279662
OMIM:614052	C3279699
OMIM:614097	C0268419
OMIM:614102	C0162539
OMIM:614105	C3279840
OMIM:614111	C3279841
OMIM:614160	C2931112
OMIM:614200	C3280114
OMIM:614204	C0343055
OMIM:614265	C3280314
OMIM:614266	C0279628
OMIM:614279	C1839840
OMIM:614286	C0026985
OMIM:614292	C0027092
OMIM:614296	C3280358
OMIM:614338	C0268240
OMIM:614338	C0268241
OMIM:614434	C0268350
OMIM:614438	C0268354
OMIM:614486	C3280976
OMIM:614491	C1840390
OMIM:614492	C1840391
OMIM:614594	C2609071
OMIM:614607	C0265338
OMIM:614723	C0268120
OMIM:614732	C1846009
OMIM:615008	C0268742
OMIM:615349	C1869122
OMIM:615373	C0340427
OMIM:615382	C1855681
OMIM:615501	C1854990
OMIM:615503	C0432197
OMIM:615512	C0398562
OMIM:615537	C0406811
OMIM:615597	C2931007
OMIM:615630	C1849437
OMIM:615710	C2748662
OMIM:615861	C1868672
OMIM:615959	C0410204
OMIM:615962	C1841972
OMIM:615969	C1863081
OMIM:616005	C3714976
OMIM:616034	C1857252
OMIM:616145	C1844887
OMIM:616216	C1832388
OMIM:616341	C0270855
OMIM:616346	C0238111
OMIM:616421	C0393702
OMIM:616482	C2674173
OMIM:616509	C0266539
OMIM:616516	C1450051
OMIM:616602	C0030044
OMIM:616651	C1846059
OMIM:616689	C0272051
OMIM:616860	C2673914
